chain_id,assigned_period,position,node_id,source_order_id,source_resource_id,source_period,material_role,weight,width,thickness,min_temperature,max_temperature,grade,partition_id,piece_index,virtual_prototype_id,virtual_purpose,virtual_accepted_sequence,related_partition_id
initial-000017,BR_00000002,8,0030125207-000120,0030125207-000120,0030125207-000120,BR_00000006,normal_real,22.0,1039.0,0.7,790.0,810.0,HC260YD+Z,,,,,,
initial-000017,BR_00000002,9,0002002184-000210,0002002184-000210,0002002184-000210,BR_00000006,normal_real,25.0,1030.0,0.6,770.0,810.0,DC51D+Z,,,,,,
initial-000017,BR_00000002,10,0002002195-000030,0002002195-000030,0002002195-000030,BR_00000006,normal_real,22.0,1022.0,0.7,770.0,810.0,DC51D+Z,,,,,,
initial-000017,BR_00000002,11,0030122488-000030,0030122488-000030,0030122488-000030,BR_00000006,normal_real,110.0,1000.0,0.9,770.0,810.0,DC52D+Z,,,,,,
initial-000017,BR_00000002,12,0002002170-000090,0002002170-000090,0002002170-000090,BR_00000006,normal_real,25.0,1000.0,1.0,770.0,810.0,DC51D+Z,,,,,,
initial-000017,BR_00000002,13,0030122899-000030,0030122899-000030,0030122899-000030,BR_00000006,actual_transition,170.0,1000.0,1.2,700.0,840.0,DC51D+Z,,,,,,
initial-000017,BR_00000002,14,0010020206-000010,0010020206-000010,0010020206-000010,BR_00000006,actual_transition,58.48,1000.0,1.5,700.0,840.0,DC51D+Z,,,,,,
initial-000017,BR_00000002,15,0002002202-000290,0002002202-000290,0002002202-000290,BR_00000006,normal_real,16.0,931.0,1.6,770.0,810.0,DC51D+Z,,,,,,
initial-000017,BR_00000002,16,0002002170-000290,0002002170-000290,0002002170-000290,BR_00000006,normal_real,50.0,883.0,1.4,770.0,810.0,DC51D+Z,,,,,,
initial-000030,BR_00000002,0,0030124871-000050,0030124871-000050,0030124871-000050,BR_00000006,normal_real,20.0,1540.0,1.15,820.0,840.0,DX53D+Z,,,,,,
initial-000030,BR_00000002,1,0010019881-000050,0010019881-000050,0010019881-000050,BR_00000006,actual_transition,26.0,1500.0,1.45,700.0,840.0,DC51D+Z,,,,,,
initial-000030,BR_00000002,2,0030125207-000100,0030125207-000100,0030125207-000100,BR_00000006,normal_real,24.0,1500.0,1.2,830.0,850.0,DC51D+Z,,,,,,
initial-000030,BR_00000002,3,virtual-000008,,,,virtual_sphc,20.0,1500.0,1.2,795.0,815.0,SPHC,,,virtual_sphc:1500x1.2,weight_fill,8,
initial-000030,BR_00000002,4,virtual-000007,,,,virtual_sphc,20.0,1500.0,1.5,795.0,815.0,SPHC,,,virtual_sphc:1500x1.5,weight_fill,7,
initial-000030,BR_00000002,5,0030124734-000010,0030124734-000010,0030124734-000010,BR_00000006,normal_real,24.0,1500.0,2.0,795.0,815.0,HC220YD+Z,,,,,,
initial-000030,BR_00000002,6,virtual-000010,,,,virtual_sphc,20.0,1500.0,1.5,795.0,815.0,SPHC,,,virtual_sphc:1500x1.5,weight_fill,10,
initial-000030,BR_00000002,7,0010020206-000070,0010020206-000070,0010020206-000070,BR_00000006,actual_transition,143.49,1500.0,2.0,700.0,720.0,DC51D+Z,,,,,,
initial-000030,BR_00000002,8,virtual-000009,,,,virtual_sphc,20.0,1500.0,2.0,795.0,815.0,SPHC,,,virtual_sphc:1500x2,weight_fill,9,
initial-000030,BR_00000002,9,0030120865-000010,0030120865-000010,0030120865-000010,BR_00000002,normal_real,50.0,1422.0,2.5,795.0,815.0,HC220YD+Z,,,,,,
initial-000030,BR_00000002,10,virtual-000012,,,,virtual_sphc,20.0,1250.0,2.0,795.0,815.0,SPHC,,,virtual_sphc:1250x2,weight_fill,12,
initial-000030,BR_00000002,11,virtual-000011,,,,virtual_sphc,20.0,1250.0,2.0,795.0,815.0,SPHC,,,virtual_sphc:1250x2,weight_fill,11,
initial-000030,BR_00000002,12,0030121327-000010,0030121327-000010,0030121327-000010,BR_00000002,normal_real,24.0,1195.0,2.49,795.0,815.0,HC220YD+Z,,,,,,
initial-000030,BR_00000002,13,0002002202-000270,0002002202-000270,0002002202-000270,BR_00000006,normal_real,23.0,1185.0,2.0,770.0,810.0,DC51D+Z,,,,,,
initial-000030,BR_00000002,14,0002002185-000020,0002002185-000020,0002002185-000020,BR_00000006,normal_real,23.0,1190.0,1.6,770.0,810.0,DC51D+Z,,,,,,
initial-000030,BR_00000002,15,0030124440-000040,0030124440-000040,0030124440-000040,BR_00000006,normal_real,24.0,1206.0,1.3,700.0,840.0,DC51D+Z,,,,,,
initial-000030,BR_00000002,16,0002002185-000040,0002002185-000040,0002002185-000040,BR_00000006,normal_real,40.0,1165.0,1.6,770.0,810.0,DC51D+Z,,,,,,
initial-000030,BR_00000002,17,0030122476-000030,0030122476-000030,0030122476-000030,BR_00000006,normal_real,24.0,1165.0,1.8,800.0,820.0,HC220YD+Z,,,,,,
initial-000030,BR_00000002,18,0030122476-000060,0030122476-000060,0030122476-000060,BR_00000006,normal_real,8.92,1115.0,1.6,770.0,810.0,DC51D+Z,,,,,,
initial-000030,BR_00000002,19,0002002185-000050,0002002185-000050,0002002185-000050,BR_00000006,normal_real,23.0,1113.0,1.5,770.0,810.0,DC51D+Z,,,,,,
initial-000030,BR_00000002,20,0030122476-000080,0030122476-000080,0030122476-000080,BR_00000006,normal_real,8.0,1110.0,2.0,795.0,815.0,HC220YD+Z,,,,,,
initial-000030,BR_00000002,21,0030120940-000110,0030120940-000110,0030120940-000110,BR_00000002,normal_real,8.66,1093.0,2.0,795.0,815.0,HC220YD+Z,,,,,,
initial-000030,BR_00000002,22,0002002202-000280,0002002202-000280,0002002202-000280,BR_00000006,normal_real,19.0,1085.0,2.0,770.0,810.0,DC51D+Z,,,,,,
initial-000030,BR_00000002,23,0030125207-000080,0030125207-000080,0030125207-000080,BR_00000006,normal_real,46.0,1078.0,2.5,770.0,810.0,DC51D+Z,,,,,,
initial-000030,BR_00000002,24,virtual-000014,,,,virtual_sphc,20.0,1000.0,2.0,770.0,810.0,SPHC,,,virtual_sphc:1000x2,weight_fill,14,
initial-000030,BR_00000002,25,virtual-000013,,,,virtual_sphc,20.0,1000.0,2.0,770.0,810.0,SPHC,,,virtual_sphc:1000x2,weight_fill,13,
split-chain-partition-14eed158aa2fb5d0bb6b46f70510931e923f66a097fc0e062e2687e39b166626,BR_00000006,0,0030123647-000010,0030123647-000010,0030123647-000010,BR_00000006,normal_real,6.15,1675.0,0.65,830.0,850.0,SCG4+Z,,,,,,
split-chain-partition-14eed158aa2fb5d0bb6b46f70510931e923f66a097fc0e062e2687e39b166626,BR_00000006,1,0002002193-000040,0002002193-000040,0002002193-000040,BR_00000006,normal_real,104.0,1665.0,0.7,830.0,850.0,DC53D+Z,,,,,,
split-chain-partition-14eed158aa2fb5d0bb6b46f70510931e923f66a097fc0e062e2687e39b166626,BR_00000006,2,0030125157-000010,0030125157-000010,0030125157-000010,BR_00000006,normal_real,26.0,1385.0,0.6,830.0,850.0,DC54D+Z,,,,,,
split-chain-partition-14eed158aa2fb5d0bb6b46f70510931e923f66a097fc0e062e2687e39b166626,BR_00000006,3,0030125168-000070,0030125168-000070,0030125168-000070,BR_00000006,normal_real,24.0,1405.0,0.5,820.0,840.0,DX53D+Z-LG,,,,,,
split-chain-partition-14eed158aa2fb5d0bb6b46f70510931e923f66a097fc0e062e2687e39b166626,BR_00000006,4,split-partition-14eed158aa2fb5d0bb6b46f70510931e923f66a097fc0e062e2687e39b166626:piece:0001,0002002073-000010,0002002073-000010,BR_00000006,normal_real,500.0,1065.0,0.5,820.0,840.0,DX53D+Z-CD,partition-14eed158aa2fb5d0bb6b46f70510931e923f66a097fc0e062e2687e39b166626,1,,,,
split-chain-partition-14eed158aa2fb5d0bb6b46f70510931e923f66a097fc0e062e2687e39b166626,BR_00000006,5,virtual-000016,,,,virtual_sphc,20.0,1000.0,0.5,820.0,840.0,SPHC,,,virtual_sphc:1000x0.5,split_separator,16,partition-14eed158aa2fb5d0bb6b46f70510931e923f66a097fc0e062e2687e39b166626
split-chain-partition-14eed158aa2fb5d0bb6b46f70510931e923f66a097fc0e062e2687e39b166626,BR_00000006,6,split-partition-14eed158aa2fb5d0bb6b46f70510931e923f66a097fc0e062e2687e39b166626:piece:0002,0002002073-000010,0002002073-000010,BR_00000006,normal_real,100.0,1065.0,0.5,820.0,840.0,DX53D+Z-CD,partition-14eed158aa2fb5d0bb6b46f70510931e923f66a097fc0e062e2687e39b166626,2,,,,
initial-000021,BR_00000006,0,0002002202-000190,0002002202-000190,0002002202-000190,BR_00000006,normal_real,23.0,1555.0,1.0,770.0,810.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,1,0002002184-000170,0002002184-000170,0002002184-000170,BR_00000006,normal_real,23.0,1512.0,1.2,770.0,810.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,2,0030122476-000040,0030122476-000040,0030122476-000040,BR_00000006,normal_real,16.09,1495.0,1.2,770.0,810.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,3,0002002202-000030,0002002202-000030,0002002202-000030,BR_00000006,normal_real,23.0,1480.0,1.0,770.0,810.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,4,0002002170-000250,0002002170-000250,0002002170-000250,BR_00000006,normal_real,69.0,1445.0,1.0,770.0,810.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,5,0002002180-000380,0002002180-000380,0002002180-000380,BR_00000006,normal_real,20.0,1430.0,1.0,770.0,810.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,6,0002002170-000230,0002002170-000230,0002002170-000230,BR_00000006,normal_real,23.0,1420.0,1.0,770.0,810.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,7,0002002195-000240,0002002195-000240,0002002195-000240,BR_00000006,normal_real,24.0,1363.0,1.0,770.0,810.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,8,0002002170-000260,0002002170-000260,0002002170-000260,BR_00000006,normal_real,23.0,1360.0,1.2,770.0,810.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,9,0002002202-000130,0002002202-000130,0002002202-000130,BR_00000006,normal_real,23.0,1341.0,1.0,770.0,810.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,10,0002002185-000120,0002002185-000120,0002002185-000120,BR_00000006,normal_real,23.0,1333.0,0.8,770.0,810.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,11,0002002170-000030,0002002170-000030,0002002170-000030,BR_00000006,normal_real,23.0,1300.0,0.6,770.0,810.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,12,0002002176-000190,0002002176-000190,0002002176-000190,BR_00000006,normal_real,15.0,1295.0,0.6,770.0,810.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,13,0002002170-000270,0002002170-000270,0002002170-000270,BR_00000006,normal_real,46.0,1290.0,0.65,770.0,810.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,14,0002002170-000330,0002002170-000330,0002002170-000330,BR_00000006,normal_real,23.0,1260.0,0.65,770.0,810.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,15,0030122897-000090,0030122897-000090,0030122897-000090,BR_00000006,actual_transition,48.0,1250.0,0.6,700.0,840.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,16,0030122897-000060,0030122897-000060,0030122897-000060,BR_00000006,actual_transition,72.0,1250.0,0.6,700.0,840.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,17,0030124800-000080,0030124800-000080,0030124800-000080,BR_00000006,normal_real,24.0,1236.0,0.5,770.0,810.0,DX52D+Z,,,,,,
initial-000021,BR_00000006,18,0030123653-000040,0030123653-000040,0030123653-000040,BR_00000006,normal_real,48.0,1212.0,0.6,700.0,840.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,19,0030123143-000050,0030123143-000050,0030123143-000050,BR_00000006,normal_real,13.39,1210.0,0.6,830.0,850.0,SCG4+Z,,,,,,
initial-000021,BR_00000006,20,virtual-000006,,,,virtual_sphc,20.0,1250.0,0.6,770.0,850.0,SPHC,,,virtual_sphc:1250x0.6,edge_bridge,6,
initial-000021,BR_00000006,21,0002002170-000370,0002002170-000370,0002002170-000370,BR_00000006,normal_real,23.0,1130.0,0.7,770.0,810.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,22,0002002202-000140,0002002202-000140,0002002202-000140,BR_00000006,normal_real,23.0,1110.0,0.7,770.0,810.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,23,0030125207-000040,0030125207-000040,0030125207-000040,BR_00000006,normal_real,46.0,1103.0,0.7,770.0,810.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,24,0002002185-000110,0002002185-000110,0002002185-000110,BR_00000006,normal_real,19.0,1097.0,0.65,770.0,810.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,25,0002002202-000170,0002002202-000170,0002002202-000170,BR_00000006,normal_real,19.0,1080.0,0.7,770.0,810.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,26,0002002202-000050,0002002202-000050,0002002202-000050,BR_00000006,normal_real,25.0,1060.0,0.7,770.0,810.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,27,0002002195-000040,0002002195-000040,0002002195-000040,BR_00000006,normal_real,64.87,1051.0,0.65,770.0,810.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,28,0002002195-000220,0002002195-000220,0002002195-000220,BR_00000006,normal_real,80.0,1040.0,0.65,770.0,810.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,29,0030125207-000020,0030125207-000020,0030125207-000020,BR_00000006,normal_real,22.0,1033.0,0.7,780.0,800.0,HC220YD+Z,,,,,,
initial-000021,BR_00000006,30,0002002180-000030,0002002180-000030,0002002180-000030,BR_00000006,normal_real,89.0,1020.0,0.6,770.0,810.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,31,0002002176-000090,0002002176-000090,0002002176-000090,BR_00000006,normal_real,20.0,983.0,0.6,770.0,810.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,32,0002002170-000380,0002002170-000380,0002002170-000380,BR_00000006,normal_real,20.0,960.0,0.65,770.0,810.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,33,0002002180-000050,0002002180-000050,0002002180-000050,BR_00000006,normal_real,20.0,910.0,0.65,770.0,810.0,DC51D+Z,,,,,,
initial-000021,BR_00000006,34,0002002170-000130,0002002170-000130,0002002170-000130,BR_00000006,normal_real,55.0,828.0,0.65,770.0,810.0,DC51D+Z,,,,,,
